RepositoryID,RepositoryName,EnvironmentName,VariableName,VariableValue,VariableCreatedAt,VariableUpdatedAt
991143446,gh-githubactions-003,dev,ENV_VALUE,dev,2025-05-27T07:42:23Z,2025-05-27T07:42:23Z
991143446,gh-githubactions-003,main,ENV_VALUE,main,2025-05-27T08:23:50Z,2025-05-27T08:23:50Z
991143446,gh-githubactions-003,pro,ENV_VALUE,pro,2025-05-27T07:42:39Z,2025-05-27T07:42:39Z
991143446,gh-githubactions-003,production,GLOBALACCOUNT,1234567899,2025-05-28T15:12:14Z,2025-05-28T15:12:14Z
