RepositoryName,RepositoryID,EnvironmentName,AdminBypass,WaitTimer,Reviewers,PreventSelfReview,BranchPolicyType,Branches,CustomDeploymentProtectionPolicy,SecretsTotalCount,VariablesTotalCount
gh-githubactions-003,,iberdola,true,0,,false,,,,0,0
